codigo_krona;descricao_krona;linha_krona;funcao_krona;aplicacao_krona;caracteristicas_tecnicas;normas_referencia;beneficios;descricao_matriz;linha_matriz;familia_krona;unidade_venda;tipo_embalagem;comprimento_matriz;altura_matriz;largura_matriz;quantidade_embalagem;ncm_krona;codigo_barras_produto;codigo_barras_embalagem;codigo_barras_reembalagem;descricao_normalizada;categoria_detectada;eh_tubo;diametro_mm;comprimento_detectado_m;comprimento_matriz_m;comprimento_final_m;diametro_final_mm
1156;CURVA 90º PARA ELETRODUTO ROSCAVEL 2;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90º PARA ELETRODUTO ROSCAVEL 2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;60.0;210.0;210.0;5.0;3917.40.90;7897801316651;17897801316658;27897801316655;CURVA 90 PARA ELETRODUTO ROSCAVEL 2;JOELHO;False;;;0.06;0.06;
1157;CURVA 90º PARA ELETRODUTO ROSCAVEL 2.1/2;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90º PARA ELETRODUTO ROSCAVEL 2.1/2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;750.0;240.0;240.0;5.0;3917.40.90;7897801316668;17897801316665;27897801316662;CURVA 90 PARA ELETRODUTO ROSCAVEL 2.1 2;JOELHO;False;;;0.75;0.75;
1158;CURVA 90º PARA ELETRODUTO ROSCAVEL 3;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90º PARA ELETRODUTO ROSCAVEL 3;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;220.0;57.0;220.0;1.0;3917.40.90;7897801316644;17897801316641;27897801316648;CURVA 90 PARA ELETRODUTO ROSCAVEL 3;JOELHO;False;;;0.22;0.22;
1159;CURVA 90º PARA ELETRODUTO ROSCAVEL 4;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*.Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 90º PARA ELETRODUTO ROSCAVEL 4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;350.0;350.0;110.0;1.0;3917.40.90;7897801316637;17897801316634;27897801316631;CURVA 90 PARA ELETRODUTO ROSCAVEL 4;JOELHO;False;;;0.35;0.35;
116;TUBO PVC LEVE - 3M - DN 250;TUBOS PVC ESGOTO;;;;;;TUBO PVC LEVE - 3M - DN 250;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;3000.0;250.0;250.0;1.0;3917.23.00;7897801309059;17897801309056;27897801309053;TUBO PVC LEVE - 3M - DN 250;TUBO;True;250.0;3.0;3.0;3.0;250.0
1160;CURVA 135 P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"* ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 135 P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;180.0;27.0;27.0;10.0;3917.40.90;7897801300919;17897801300916;27897801300913;CURVA 135 P ELETRODUTO ROSCAVEL. 3 4;JOELHO;False;;;0.18;0.18;
1161;CURVA 135 P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"* ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 135 P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;198.0;34.0;34.0;6.0;3917.40.90;7897801300926;17897801300923;27897801300920;CURVA 135 P ELETRODUTO ROSCAVEL. 1;JOELHO;False;;;0.198;0.198;
1162;CURVA 180 P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 180 P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;190.0;25.0;25.0;10.0;3917.40.90;7897801300933;17897801300930;27897801300937;CURVA 180 P ELETRODUTO ROSCAVEL. 3 4;JOELHO;False;;;0.19;0.19;
1163;CURVA 180 P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;Conduzir e direcionar fios e cabos elétricos de baixa tensão;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";CURVA 180 P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;205.0;27.0;27.0;6.0;3917.40.90;7897801300940;17897801300947;27897801300944;CURVA 180 P ELETRODUTO ROSCAVEL. 1;JOELHO;False;;;0.205;0.205;
1165;TERMINAL VENTILAÇÃO ESGOTO DN50;CONEXOES ESGOTO PRIMARIO;;;;;;TERMINAL VENTILAÇÃO ESGOTO DN50;CONEXOES ESGOTO PRIMARIO;ESGOTO;PC;Sacos;64.0;57.0;64.0;10.0;3917.40.90;7897801318723;17897801318720;27897801318727;TERMINAL VENTILACAO ESGOTO DN50;;False;50.0;;0.064;0.064;50.0
1166;TERMINAL VENTILAÇÃO ESGOTO DN75;CONEXOES ESGOTO PRIMARIO;;;;;;TERMINAL VENTILAÇÃO ESGOTO DN75;CONEXOES ESGOTO PRIMARIO;ESGOTO;PC;Sacos;85.0;65.0;85.0;4.0;3917.40.90;7897801318730;17897801318737;27897801318734;TERMINAL VENTILACAO ESGOTO DN75;;False;75.0;;0.085;0.085;75.0
1167;TERMINAL VENTILAÇÃO ESGOTO DN100;CONEXOES ESGOTO PRIMARIO;;;;;;TERMINAL VENTILAÇÃO ESGOTO DN100;CONEXOES ESGOTO PRIMARIO;ESGOTO;PC;Sacos;115.0;74.0;115.0;5.0;3917.40.90;7897801318921;17897801318928;27897801318925;TERMINAL VENTILACAO ESGOTO DN100;;False;100.0;;0.115;0.115;100.0
1168;LUVA ESGOTO COM FIXADOR DN 100;CONEXOES ESGOTO PRIMARIO;;;;;;LUVA ESGOTO COM FIXADOR DN 100;CONEXOES ESGOTO PRIMARIO;ESGOTO;PC;Sacos;165.0;63.0;165.0;4.0;3917.40.90;7897801318938;17897801318935;27897801318932;LUVA ESGOTO COM FIXADOR DN 100;LUVA;False;100.0;;0.165;0.165;100.0
1169;LUVA ESGOTO COM FIXADOR DN 150;CONEXOES ESGOTO PRIMARIO;;;;;;LUVA ESGOTO COM FIXADOR DN 150;CONEXOES ESGOTO PRIMARIO;ESGOTO;PC;Sacos;215.0;65.0;215.0;4.0;3917.40.90;7897801318945;17897801318942;27897801318949;LUVA ESGOTO COM FIXADOR DN 150;LUVA;False;150.0;;0.215;0.215;150.0
117;TUBO PVC ROSC 1/2;TUBOS PVC BRANCO;;;;;;TUBO PVC ROSC 1/2;TUBOS PVC BRANCO;AF;BR;Amarrados;6000.0;20.8;20.8;10.0;3917.23.00;7897801313254;17897801313251;27897801313258;TUBO PVC ROSCAVEL 1 2;TUBO;True;;;6.0;6.0;
118;TUBO PVC ROSC 3/4;TUBOS PVC BRANCO;;;;;;TUBO PVC ROSC 3/4;TUBOS PVC BRANCO;AF;BR;Amarrados;6000.0;36.0;36.0;10.0;3917.23.00;7897801313261;17897801313268;27897801313265;TUBO PVC ROSCAVEL 3 4;TUBO;True;;;6.0;6.0;
1181;LUVA P/ELETRODUTO ROSC. 1/2;CONEXOES ELETRODUTO RIGIDOS;Unir eletrodutos e guiar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Injeção.
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica";LUVA P/ELETRODUTO ROSC. 1/2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;27.0;37.0;27.0;50.0;3917.40.90;7897801301688;17897801301685;27897801301682;LUVA P ELETRODUTO ROSCAVEL. 1 2;LUVA;False;;;0.027;0.027;
1182;LUVA P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;Unir eletrodutos e guiar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Injeção.
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica";LUVA P/ELETRODUTO ROSC. 3/4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;32.0;37.0;32.0;50.0;3917.40.90;7897801301503;17897801301500;27897801301507;LUVA P ELETRODUTO ROSCAVEL. 3 4;LUVA;False;;;0.032;0.032;
1183;LUVA P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;Unir eletrodutos e guiar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Injeção.
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica";LUVA P/ELETRODUTO ROSC. 1;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;42.0;46.0;42.0;30.0;3917.40.90;7897801301664;17897801301661;27897801301668;LUVA P ELETRODUTO ROSCAVEL. 1;LUVA;False;;;0.042;0.042;
1184;LUVA P/ELETRODUTO ROSC. 1.1/4;CONEXOES ELETRODUTO RIGIDOS;Unir eletrodutos e guiar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Injeção.
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica";LUVA P/ELETRODUTO ROSC. 1.1/4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;50.0;53.0;50.0;10.0;3917.40.90;7897801301695;17897801301692;27897801301699;LUVA P ELETRODUTO ROSCAVEL. 1.1 4;LUVA;False;;;0.05;0.05;
1185;LUVA P/ELETRODUTO ROSC. 1.1/2;CONEXOES ELETRODUTO RIGIDOS;Unir eletrodutos e guiar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Injeção.
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica";LUVA P/ELETRODUTO ROSC. 1.1/2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;56.0;53.0;56.0;8.0;3917.40.90;7897801301701;17897801301708;27897801301705;LUVA P ELETRODUTO ROSCAVEL. 1.1 2;LUVA;False;;;0.056;0.056;
1186;LUVA P/ELETRODUTO ROSC. 2;CONEXOES ELETRODUTO RIGIDOS;Unir eletrodutos e guiar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Injeção.
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica";LUVA P/ELETRODUTO ROSC. 2;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;68.0;60.0;60.0;8.0;3917.40.90;7897801301671;17897801301678;27897801301675;LUVA P ELETRODUTO ROSCAVEL. 2;LUVA;False;;;0.068;0.068;
1187;LUVA P/ELETRODUTO ROSC. 3;CONEXOES ELETRODUTO RIGIDOS;Unir eletrodutos e guiar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Injeção.
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica";LUVA P/ELETRODUTO ROSC. 3;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;100.0;85.0;109.0;5.0;3917.40.90;7897801309523;17897801309520;27897801309527;LUVA P ELETRODUTO ROSCAVEL. 3;LUVA;False;;;0.1;0.1;
1188;LUVA P/ELETRODUTO ROSC. 4;CONEXOES ELETRODUTO RIGIDOS;Unir eletrodutos e guiar fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Injeção.
*Cor: Negro.
*Padrão de Rosca: ISO-7
*Classe: Pesada, 1250 N/5cm.";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica";LUVA P/ELETRODUTO ROSC. 4;CONEXOES ELETRODUTO RIGIDOS;ELETRICA;PC;Sacos;125.0;95.0;125.0;5.0;3917.40.90;7897801309547;17897801309544;27897801309541;LUVA P ELETRODUTO ROSCAVEL. 4;LUVA;False;;;0.125;0.125;
119;TUBO PVC ROSC 1;TUBOS PVC BRANCO;;;;;;TUBO PVC ROSC  1;TUBOS PVC BRANCO;AF;BR;Amarrados;6000.0;32.8;32.8;5.0;3917.23.00;7897801313278;17897801313275;27897801313272;TUBO PVC ROSCAVEL 1;TUBO;True;;;6.0;6.0;
120;TUBO PVC ROSC 1.1/4;TUBOS PVC BRANCO;;;;;;TUBO PVC ROSC  1.1/4;TUBOS PVC BRANCO;AF;BR;Amarrados;6000.0;41.8;41.8;5.0;3917.23.00;7897801313285;17897801313282;27897801313289;TUBO PVC ROSCAVEL 1.1 4;TUBO;True;;;6.0;6.0;
1200;TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 20MM;TUBOS ELETRODUTO RIGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão.
*Comprimento: 3 metros.
*Cor: Negro.
*Conexão: Ponta e Bolsa.
*Classe: Pesada, 1250 N/5cm";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 20MM;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;20.0;20.0;10.0;3917.23.00;7897801309301;17897801309308;27897801309305;TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 20MM;TUBO;True;20.0;;3.0;3.0;20.0
1201;TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 25MM;TUBOS ELETRODUTO RIGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão.
*Comprimento: 3 metros.
*Cor: Negro.
*Conexão: Ponta e Bolsa.
*Classe: Pesada, 1250 N/5cm";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 25MM;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;25.0;25.0;10.0;3917.23.00;7897801309318;17897801309315;27897801309312;TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 25MM;TUBO;True;25.0;;3.0;3.0;25.0
1202;TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 32MM;TUBOS ELETRODUTO RIGIDOS;Conduzir fios e cabos elétricos de baixa tensão.;Utilizada em instalação elétrica residencial, comercial e industrial de forma embutida ou enterrada, para aplicações de grandes esforços. Por exemplo: canteiros de obra, ramais de entrada (medidor de energia entrada e saída).;"*Material: PVC antichama (Policloreto de Vinila
com aditivos não propagante de chama).
*Processo: Extrusão.
*Comprimento: 3 metros.
*Cor: Negro.
*Conexão: Ponta e Bolsa.
*Classe: Pesada, 1250 N/5cm";"*ABNT NBR 5431
*ABNT NBR 60670";"*Fácil manuseio, produto leve e prático.
*Resistente a corrosão, não enferruja.
*Auto extinguível, não propaga chama.
*Elevada resistência mecânica.";TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 32MM;TUBOS ELETRODUTO RIGIDOS;ELETRICA;BR;Amarrados;3000.0;32.0;32.0;10.0;3917.23.00;7897801309325;17897801309322;27897801309329;TUBO ELETRODUTO PVC RIGIDO SOLDAVEL 32MM;TUBO;True;32.0;;3.0;3.0;32.0
